"Guid","AccountNumber","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","Description","Fax","Industry","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__DefaultOpportunity__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","Site","Test_Field__c","Type","Website","new_acc_field_pick__c","pick1__c","pickmulti__c","test1__c","test__c"
86ec8587-e7b5-4521-9368-da6471a809f8,"#N/A","#N/A",2.70279E10,Houston,United States,"#N/A","#N/A","#N/A",77002-5432,TX,1100 Louisiana St FL 10,Sylvia Birungi Hospital is the leader in Healthcare in Houston,"#N/A",Healthcare,"#N/A",Vipe,"#N/A","#N/A",1.713.381.6500,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77210-4324,TX,P.O. BOX 4324,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
87156483-1302-4425-9d89-af66a38da709,"#N/A","#N/A",7.58251458E8,Seattle,USA,"#N/A","#N/A","#N/A","#N/A",WA,1483 Alaskan Way,Susannah St-Germain Hospital is the leader in Healthcare in Seattle,"#N/A",Healthcare,"#N/A",Yakitri,"#N/A","#N/A",(555) 561-5555,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
87e55aad-4e6c-463c-b2c5-ec94d4ab53de,"#N/A","#N/A",7.41215097E8,Osaka,Japan,"#N/A","#N/A","#N/A","#N/A","#N/A","1006, Oaza Kadoma",TSM South is the leader in Healthcare,"#N/A",Healthcare,"#N/A",Flipbug,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
885d3869-60b1-49a9-abbd-4b539b9d8afc,"#N/A","#N/A",8.0231577E7,Bavaria,Germany,"#N/A","#N/A","#N/A",80333,Munich,Wittelsbacherplatz 2,Virtucon is the leader in Banking in Bavaria,"#N/A",Banking,"#N/A",Aivee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
8909a294-2de7-407e-97c8-3f917b85d7e3,"#N/A","#N/A",3.7864E10,Chicago,United States,"#N/A","#N/A","#N/A",60606-7147,IL,233 S Wacker Dr,Realia Home is the leader in Retail in Chicago,"#N/A",Retail,"#N/A",Edgetag,"#N/A","#N/A",1.872.825.4000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",29 Noalimba Cr,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
8d4865d5-92da-45cb-8840-e09bc633bd01,"#N/A","#N/A","#N/A",Broomfield,USA,"#N/A","#N/A","#N/A",80020,Colorado,1234 Hilltop Road,Rachel Adams is the leader in Healthcare in Broomfield,"#N/A",Healthcare,"#N/A",Vimbo,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
92444054-9753-4d25-b3b6-109e2dcf6d61,"#N/A","#N/A",1.3162E11,New York,United States,"#N/A","#N/A","#N/A",10036-6704,NY,1095 Ave of The Americas,Colonial Movers is the leader in Services in New York,"#N/A",Services,"#N/A",Kazu,"#N/A","#N/A",1.212.395.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9333181a-1ade-41d1-99df-5746a40c6297,"#N/A","#N/A",7.4989E10,Mountain View,United States,"#N/A","#N/A","#N/A",94043-1351,CA,1600 Amphitheatre Pkwy,Roxxon is the leader in Retail in Mountain View,"#N/A",Retail,"#N/A",Fatz,"#N/A","#N/A",1.650.253.0000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9410b13b-3544-4b02-9ecc-e19433d09762,"#N/A","#N/A",4.4294E10,Atlanta,United States,"#N/A","#N/A","#N/A",30313-2499,GA,1 Coca Cola Plz NW,Transworld Consortium is the leader in Energy in Atlanta,"#N/A",Energy,"#N/A",Thoughtmix,"#N/A","#N/A",1.404.676.2121,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Atlanta,US,"#N/A","#N/A","#N/A",30301-1734,GA,P.O. BOX 1734,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
96a0aa19-fea9-4aa1-a3f2-ac32b83d8c7b,"#N/A","#N/A",7.9457611E7,Paris,France,"#N/A","#N/A","#N/A","#N/A",Paris,75716,Sto Plains Holdings is the leader in Agriculture in Paris,"#N/A",Agriculture,"#N/A",Plambee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
97caf37e-4d73-4b28-b9f0-44ff8ec85200,"#N/A","#N/A",5.45137679E8,Bibra Lake,Australia,"#N/A","#N/A","#N/A",6163,WA,13 Joshua Cl,PK North is the leader in Healthcare in Bibra Lake,"#N/A",Healthcare,"#N/A",Jazzy,"#N/A","#N/A",(08) 7593 7049,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Bibra Lake,Australia,"#N/A","#N/A","#N/A",6163,WA,13 Joshua Cl,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
99e5f95b-251e-4ca9-b53d-22fde00f8922,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",company,"#N/A","#N/A",1234567,false,false,"#N/A","#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9aadfe83-ecb6-47a6-af5b-4f9204c58513,"#N/A","#N/A",3.7179E10,Milwaukee,United States,"#N/A","#N/A","#N/A",53209-4408,WI,5757 N Green Bay Ave,General Forge and Foundry is the leader in Machinery in Milwaukee,"#N/A",Machinery,"#N/A",Voomm,"#N/A","#N/A",1.414.524.1200,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Milwaukee,US,"#N/A","#N/A","#N/A",53201-0591,WI,P.O. BOX 591,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9bd354c6-203f-4fa5-a854-ff4bb59ea5d7,"#N/A","#N/A",3.2618759E10,Lakeland,United States,"#N/A","#N/A","#N/A",33811-3311,FL,3300 Publix Corp Pkwy,"Mecurial, Inc. is the leader in Retail in Lakeland","#N/A",Retail,"#N/A",Skyba,"#N/A","#N/A",1.863.688.1188,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Lakeland,US,"#N/A","#N/A","#N/A",33802-0407,FL,P.O. BOX 407,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9d1bca34-0ca1-4bf1-9a95-85d71af384bd,"#N/A","#N/A",9351157.0,Lafayette,United States,"#N/A","#N/A","#N/A",47905,IN,0526 Hauk Plaza,"#N/A","#N/A",Energy,"#N/A",Thoughtsphere,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9ea8488f-3315-4910-8326-7d1d0816716e,"#N/A","#N/A",3317099.0,Houston,United States,"#N/A","#N/A","#N/A",77240,TX,6051 Northridge Park,"#N/A","#N/A",Consulting,"#N/A",Gevee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
9f02fb41-c8b5-4158-b316-e224def670bc,"#N/A","#N/A",3.4441E10,New York,United States,"#N/A","#N/A","#N/A",10285-0002,NY,200 Vesey St,Walken Group is the leader in Consumer Goods in New York,"#N/A",Consumer Goods,"#N/A",JumpXS,"#N/A","#N/A",1.212.640.2000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
a13859df-d35d-4932-b8a3-13034b5262b5,"#N/A","#N/A",6.524859542E9,Palo Alto,United States,"#N/A","#N/A","#N/A",35265,CA,3500 Deer Creek Road,123 Warehousing is the leader in Shipping in Palo Alto,"#N/A",Shipping,"#N/A",Camimbo,"#N/A","#N/A",5552652358,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
a324ffa8-fd95-445e-85c8-3f4f6facddb4,"#N/A","#N/A",2.1153104E7,Houston,United States,"#N/A","#N/A","#N/A",77228,TX,2591 Vidon Court,"#N/A","#N/A",Manufacturing,"#N/A",Quatz,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
a8f9b0a9-836d-4553-87d2-4f29b1d3720e,"#N/A","#N/A",3.0935E10,Houston,United States,"#N/A","#N/A","#N/A",77079-1100,TX,600 N Dairy Ashford Rd,"Optimetrics, LLC is the leader in Technology in Houston","#N/A",Technology,"#N/A",Browsebug,"#N/A",5908d8b3-f888-4de5-b230-f6439f528fa4,1.281.293.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77252-2197,TX,P.O. BOX 2197,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
ab4e8292-442a-4dd4-a222-67bd8fa349c9,"#N/A","#N/A",9488745.0,Carson City,United States,"#N/A","#N/A","#N/A",89714,NV,4 Weeping Birch Crossing,"#N/A","#N/A",Consulting,"#N/A",Flashset,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
ac60ca15-fa06-456a-a164-ed9712079a23,"#N/A","#N/A",8.7804E10,San Antonio,United States,"#N/A","#N/A","#N/A",78249-1616,TX,1 Valero Way,Feed the Kids is the leader in Non Profit in San Antonio,"#N/A",Non Profit,"#N/A",Feedbug,"#N/A","#N/A",1.210.345.2000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,San Antonio,US,"#N/A","#N/A","#N/A",78269-6000,TX,P.O. BOX 696000,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
acb8f2e5-ee1c-439f-ace7-ecd3dafd39d3,"#N/A","#N/A",5.25079613E8,Paris,France,"#N/A","#N/A","#N/A","#N/A",Paris,30 Avenue Montaigne,St. Francis South Side is the leader in Healthcare in Paris,"#N/A",Healthcare,"#N/A",Edgepulse,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
adeb040f-63d8-4680-9ec7-cdb4472302a6,"#N/A","#N/A",1.27207233E8,Warradale,Australia,"#N/A","#N/A","#N/A",5046,SA,140 Diagonal Rd,Charles Townsend Agency is the leader in Apparel in Warradale,"#N/A",Apparel,"#N/A",Gabcube,"#N/A","#N/A",(08) 8985 7724,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Warradale,Australia,"#N/A","#N/A","#N/A",5046,SA,140 Diagonal Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b13d5aeb-d27a-4177-9f8c-e5631311a855,"#N/A","#N/A",9.3056E10,Charlotte,United States,"#N/A","#N/A","#N/A",28202-4031,NC,100 N Tryon St Ste 220,Velso International is the leader in Manufacturing in Charlotte,"#N/A",Manufacturing,"#N/A",Dynazzy,"#N/A","#N/A",1.704.386.5681,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b19ea706-ee1c-40d8-96ba-fe6d98a1c1f9,"#N/A","#N/A",8.4202995E8,Mitchelton,Australia,"#N/A","#N/A","#N/A",4053,QLD,34 Frasers Rd,Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,"#N/A",Healthcare,"#N/A",Viva,"#N/A","#N/A",(07) 8057 8902,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Mitchelton,Australia,"#N/A","#N/A","#N/A",4053,QLD,34 Frasers Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b48c7a75-a9b4-419f-ae96-c5c3dc7ca6ba,"#N/A","#N/A",7.40417719E8,Fairfield,Australia,"#N/A","#N/A","#N/A",4103,QLD,40 Archibald St,Mooby Corp is the leader in Chemicals in Fairfield,"#N/A",Chemicals,"#N/A",Skalith,"#N/A","#N/A",(07) 8503 6141,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Fairfield,Australia,"#N/A","#N/A","#N/A",4103,QLD,40 Archibald St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b78631a4-f5f4-4fb8-921c-87be9f70256b,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",acc 32 new,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b79df24b-9ddc-446a-a44e-d271951b6cfc,"#N/A","#N/A",4.9892102E7,Balgowlah,Australia,"#N/A","#N/A","#N/A",2093,NSW,2/11 Boyle St,Smith and Co. is the leader in Transportation in Balgowlah,"#N/A",Transportation,"#N/A",Kimia,"#N/A","#N/A",(02) 6512 8801,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Balgowlah,Australia,"#N/A","#N/A","#N/A",2093,NSW,2/11 Boyle St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b84b871d-bb59-4b10-92c8-7f57ae792154,"#N/A","#N/A",4.3025852E10,Irvine,United States,"#N/A","#N/A","#N/A",92612-0697,CA,3351 Michelson Dr Ste 100,Abilitech Software Solutions is the leader in Technology in Irvine,"#N/A",Technology,"#N/A",Kwimbee,"#N/A","#N/A",1.714.566.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3351 Michelson Dr Ste 100,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b87a2561-282c-493d-8392-0e01f39c1fe6,"#N/A","#N/A",5.6873066E8,Bondi,Australia,"#N/A","#N/A","#N/A",2026,NSW,178 Campbell Parade,Danielle Bogartz Hospital is the leader in Healthcare in Bondi,"#N/A",Healthcare,"#N/A",Oyoba,"#N/A","#N/A",(02) 7198 7098,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Bondi,Australia,"#N/A","#N/A","#N/A",2026,NSW,178 Campbell Parade,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b89eb107-a954-4113-b8e1-58fccc43dd02,"#N/A","#N/A",2.4520919E7,Pueblo,United States,"#N/A","#N/A","#N/A",81005,CO,336 Erie Plaza,"#N/A","#N/A",Utilities,"#N/A",Linklinks,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
b999255a-71c4-4be8-b890-599b5e3f37a5,"#N/A","#N/A",1.5566896E7,Flushing,United States,"#N/A","#N/A","#N/A",11355,NY,066 Grayhawk Road,"#N/A","#N/A",Utilities,"#N/A",Wordware,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
be032b98-a2ef-4adb-a152-23f28fbe87e0,"#N/A","#N/A",8.4202995E8,North Rhine-Westphalia,Germany,"#N/A","#N/A","#N/A","#N/A",Leverkusen,51368 Leverkusen,SpringShield is the leader in Banking in North Rhine-Westphalia,"#N/A",Banking,"#N/A",Fanoodle,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
be7dba8a-db02-4905-a0d0-0f7ba91378fe,"#N/A","#N/A",4.8851E10,New York,United States,"#N/A","#N/A","#N/A",10017-5703,NY,235 E 42nd St,Procurabl Holdings Inc. is the leader in Manufacturing in New York,"#N/A",Manufacturing,"#N/A",Mybuzz,"#N/A","#N/A",1.212.733.2323,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
bfb8d9b0-3c4b-4580-814e-766fac16da94,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",CompanyX,879,"#N/A",353465768,false,false,"#N/A","#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
bfced549-a21e-4014-a983-69b9451da88b,"#N/A","#N/A",1.89091733E8,Riverview,Australia,"#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,QWERTY Logistics is the leader in Manufacturing in Riverview,"#N/A",Manufacturing,"#N/A",Dynabox,"#N/A","#N/A",(02) 8954 8573,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Riverview,Australia,"#N/A","#N/A","#N/A",2066,NSW,28a College Rd S,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
c041834c-8051-4f06-9d45-14816e0322e5,"#N/A","#N/A",3.7876E10,Bloomfield,United States,"#N/A","#N/A","#N/A",06002-2920,CT,900 Cottage Grove Rd,Trek Broadcasting is the leader in Media in Bloomfield,"#N/A",Media,"#N/A",Quimm,"#N/A","#N/A",1.860.226.6000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
c04535d6-3b03-4471-9d92-a7eeee020633,"#N/A","#N/A",2.89485471E8,Berlin,Germany,"#N/A","#N/A","#N/A","#N/A",Berlin,1011 Centre Road,Strickland Propane is the leader in Biotechnology in Berlin,"#N/A",Biotechnology,"#N/A",Babblestorm,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
c1855370-0d7a-4679-86dd-f2cc4d66dd81,"#N/A","#N/A",6.52105621E8,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,Mainway Toys is the leader in Retail in Ettalong Beach,"#N/A",Retail,"#N/A",Podcat,"#N/A","#N/A",(02) 7575 8703,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
c69af6ed-ab9a-4b6b-b3cb-acc6bc5edb19,"#N/A","#N/A",6.9951E10,New York,United States,"#N/A","#N/A","#N/A",10166-0188,NY,200 Park Ave FL 1200,Synaptic Networking Solutions is the leader in Communications in New York,"#N/A",Communications,"#N/A",DabZ,"#N/A","#N/A",1.212.578.2211,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
c8a07558-df73-4625-a171-7654b2b80b09,"#N/A","#N/A",2.90807169E8,Algester,Australia,"#N/A","#N/A","#N/A",4115,QLD,16 Hinterland Cr,McMahon and Tate is the leader in Machinery in Algester,"#N/A",Machinery,"#N/A",Meejo,"#N/A","#N/A",(07) 6586 8516,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Algester,Australia,"#N/A","#N/A","#N/A",4115,QLD,16 Hinterland Cr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
c8a90863-4b19-44af-8769-6bb896030a2f,"#N/A","#N/A",1.58331476E8,London,United Kingdom,"#N/A","#N/A","#N/A",SE1 7NA,"#N/A",Shell Centre,Videlectrix is the leader in Electronics,"#N/A",Electronics,"#N/A",Livefish,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
caecaebe-1058-4c8b-b4fb-080bbd06487a,"#N/A","#N/A",5.29570951E8,Ballan,Australia,"#N/A","#N/A","#N/A",3342,VIC,18 McMahon Dr,Minuteman Cafe is the leader in Apparel in Ballan,"#N/A",Apparel,"#N/A",Agimba,"#N/A","#N/A",(03) 8664 6673,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Ballan,Australia,"#N/A","#N/A","#N/A",3342,VIC,18 McMahon Dr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
cdd46f82-e901-4298-ba30-cd176d3869b5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",company,"#N/A","#N/A",1234567,false,false,"#N/A","#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
d02238f2-758e-4f56-96d6-fba70b412753,"#N/A","#N/A",7.91565E10,Indianapolis,United States,"#N/A","#N/A","#N/A",46204-4902,IN,120 Monument Cir Ste 200,Kellerman Corp. is the leader in Consumer Goods in Indianapolis,"#N/A",Consumer Goods,"#N/A",Rhynyx,"#N/A","#N/A",1.317.488.6000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
d17413c6-7fa9-45d6-8f4f-864f6c710965,"#N/A","#N/A",1.9687E10,Springfield,United States,"#N/A","#N/A","#N/A",01111-0001,MA,1295 State St,Sirius Cybernetics Corporation is the leader in Manufacturing in Springfield,"#N/A",Manufacturing,"#N/A",Digitube,"#N/A","#N/A",1.413.788.8411,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
